id_credito,segmento,provincia,ingreso_mensual,deuda_ingreso,antiguedad_meses,dias_mora,saldo,score,pd_12m,lgd,ead,perdida_esperada,incumplimiento,clasificacion
EC-000882,Productivo,Azuay,1376.38,0.2251,19,30,16209.84,778,0.002,0.5536,11684.62,12.94,0,Vigilancia
EC-000883,Comercial,Los Ríos,2267.01,0.2553,112,0,34880.04,876,0.002,0.6183,33251.34,41.12,0,Normal
EC-000884,Microcrédito,Pichincha,1802.67,0.3122,159,0,8543.68,762,0.002,0.6022,6940.06,8.36,0,Normal
EC-000885,Consumo,Manabí,787.89,0.3578,105,0,5227.5,829,0.002,0.5121,4809.28,4.93,0,Normal
EC-000886,Microcrédito,Loja,1214.03,0.3618,145,0,2973.28,807,0.002,0.4694,2360.57,2.22,0,Normal
EC-000887,Microcrédito,El Oro,6120.1,0.1717,97,0,2020.91,865,0.002,0.481,1885.23,1.81,0,Normal
EC-000888,Consumo,Azuay,2835.77,0.339,76,0,26739.34,815,0.002,0.6496,26196.46,34.03,0,Normal
EC-000889,Consumo,Tungurahua,934.18,0.1874,171,0,5076.63,897,0.002,0.4061,3767.92,3.06,0,Normal
EC-000890,Productivo,Loja,811.41,0.1065,28,15,12914.46,826,0.002,0.6348,11266.85,14.3,0,Vigilancia
EC-000891,Microcrédito,Guayas,2053.07,0.3395,81,0,5716.45,775,0.002,0.4144,4980.82,4.13,0,Normal
EC-000892,Comercial,Guayas,6092.24,0.3205,29,0,49312.14,787,0.002,0.6737,39459.7,53.17,0,Normal
EC-000893,Consumo,Tungurahua,1955.9,0.0992,118,0,3109.49,893,0.002,0.498,2536.32,2.53,0,Normal
EC-000894,Consumo,Azuay,5164.43,0.1949,166,0,6609.88,868,0.002,0.592,6010.53,7.12,0,Normal
EC-000895,Vivienda,Loja,2775.97,0.0841,180,0,38374.6,818,0.002,0.25,30773.78,15.39,0,Normal
EC-000896,Vivienda,Tungurahua,2999.84,0.585,43,0,16012.81,761,0.002,0.25,11666.54,5.83,0,Normal
EC-000897,Consumo,Loja,926.84,0.1326,131,0,4219.12,812,0.002,0.6105,3946.45,4.82,0,Normal
EC-000898,Consumo,Loja,4061.83,0.3096,158,0,2942.41,839,0.002,0.3629,2633.62,1.91,0,Normal
EC-000899,Consumo,Azuay,1776.31,0.2988,151,60,4119.41,709,0.0024,0.4402,3254.86,3.44,0,Deficiente
EC-000900,Microcrédito,Loja,3870.0,0.5669,91,0,4158.45,749,0.002,0.4258,4113.67,3.5,0,Normal
EC-000901,Microcrédito,Tungurahua,1300.87,0.06,32,0,4914.98,835,0.002,0.5805,4775.2,5.54,0,Normal
EC-000902,Consumo,El Oro,2477.69,0.6282,84,0,2126.53,792,0.002,0.5755,2105.32,2.42,0,Normal
EC-000903,Consumo,Chimborazo,2776.1,0.4935,140,0,10016.6,791,0.002,0.448,8648.59,7.75,0,Normal
EC-000904,Microcrédito,Imbabura,1997.95,0.3659,112,30,5899.44,806,0.002,0.6119,4636.06,5.67,0,Vigilancia
EC-000905,Comercial,Pichincha,2872.55,0.3827,70,0,11308.09,896,0.002,0.4528,8692.21,7.87,0,Normal
EC-000906,Productivo,Loja,1857.23,0.3529,39,0,9687.51,793,0.002,0.4632,9547.88,8.84,0,Normal
EC-000907,Microcrédito,Azuay,1448.25,0.1355,118,120,3836.24,743,0.00351,0.4816,3718.98,6.3,0,Pérdida
EC-000908,Consumo,El Oro,6270.2,0.3271,78,0,16392.4,792,0.002,0.5957,15203.33,18.11,0,Normal
EC-000909,Consumo,Azuay,4366.95,0.435,85,0,2868.04,833,0.002,0.3539,2474.96,1.75,0,Normal
EC-000910,Consumo,Chimborazo,1346.73,0.4494,169,5,7310.13,745,0.002,0.6491,6050.11,7.85,0,Vigilancia
EC-000911,Vivienda,Azuay,3195.47,0.2821,2,180,12204.76,644,0.03781,0.25,11191.34,105.79,0,Pérdida
EC-000912,Vivienda,El Oro,1362.75,0.2728,43,0,20146.97,826,0.002,0.25,14559.57,7.28,0,Normal
EC-000913,Comercial,Guayas,1022.45,0.2427,166,15,29580.47,829,0.002,0.4283,25640.28,21.96,0,Vigilancia
EC-000914,Comercial,Chimborazo,4324.17,0.0673,166,0,10573.53,835,0.002,0.6092,9622.18,11.72,0,Normal
EC-000915,Comercial,Chimborazo,729.48,0.401,55,15,13169.24,723,0.002,0.638,12261.26,15.65,0,Vigilancia
EC-000916,Comercial,Imbabura,4033.77,0.1206,179,0,56448.11,888,0.002,0.5155,47772.19,49.25,0,Normal
EC-000917,Consumo,Loja,1873.81,0.1803,39,5,7033.3,811,0.002,0.4465,6531.4,5.83,0,Vigilancia
EC-000918,Consumo,Pichincha,1924.64,0.0518,10,0,1967.56,807,0.002,0.4756,1469.44,1.4,0,Normal
EC-000919,Consumo,Imbabura,2882.28,0.1398,56,0,11391.98,845,0.002,0.4874,8946.32,8.72,0,Normal
EC-000920,Microcrédito,Manabí,3222.07,0.2236,96,0,1776.18,832,0.002,0.451,1350.77,1.22,0,Normal
EC-000921,Consumo,Chimborazo,1290.62,0.109,2,15,17043.79,823,0.002,0.585,13893.32,16.26,0,Vigilancia
EC-000922,Vivienda,Tungurahua,3521.08,0.5556,31,30,44646.03,727,0.002,0.25,36447.86,18.22,0,Vigilancia
EC-000923,Productivo,El Oro,2377.23,0.0583,143,45,14331.19,831,0.002,0.621,11818.98,14.68,0,Deficiente
EC-000924,Microcrédito,Chimborazo,976.1,0.2228,112,180,3083.69,639,0.03819,0.503,2622.46,50.38,0,Pérdida
EC-000925,Consumo,Los Ríos,1977.49,0.1293,109,0,5740.37,841,0.002,0.5576,4834.39,5.39,0,Normal
EC-000926,Consumo,Manabí,5419.89,0.2677,179,15,4819.07,848,0.002,0.6628,4131.55,5.48,0,Vigilancia
EC-000927,Consumo,Pichincha,6566.83,0.3638,42,0,10625.27,783,0.002,0.4972,9889.23,9.83,0,Normal
EC-000928,Vivienda,Pichincha,3520.21,0.3161,162,90,69067.13,685,0.00518,0.25,52474.76,67.91,0,Dudoso
EC-000929,Productivo,Manabí,1018.69,0.4296,64,5,12835.57,713,0.002,0.5315,10502.04,11.16,0,Vigilancia
EC-000930,Vivienda,El Oro,3037.82,0.6117,167,0,38102.5,750,0.002,0.25,27435.24,13.72,0,Normal
EC-000931,Consumo,Pichincha,3839.35,0.0628,141,0,4305.76,892,0.002,0.6083,3134.18,3.81,0,Normal
EC-000932,Microcrédito,Guayas,3539.39,0.3479,39,30,4387.72,689,0.002,0.6339,3904.18,4.95,0,Vigilancia
EC-000933,Microcrédito,Imbabura,3678.35,0.6213,38,45,760.18,638,0.00709,0.5852,733.79,3.04,0,Deficiente
EC-000934,Vivienda,Imbabura,2796.49,0.1601,98,45,26574.94,740,0.002,0.25,21410.23,10.71,0,Deficiente
EC-000935,Vivienda,Pichincha,2106.81,0.2174,91,0,37509.45,860,0.002,0.25,31227.77,15.61,0,Normal
EC-000936,Consumo,El Oro,1487.07,0.2224,43,0,16322.01,753,0.002,0.4289,12711.02,10.9,0,Normal
EC-000937,Comercial,Pichincha,643.13,0.3024,47,120,37129.99,629,0.01755,0.4461,28218.2,220.98,0,Pérdida
EC-000938,Consumo,Imbabura,2753.88,0.1607,162,5,1926.99,872,0.002,0.5714,1864.45,2.13,0,Vigilancia
EC-000939,Vivienda,Los Ríos,2492.23,0.3463,136,0,36853.22,817,0.002,0.25,32437.97,16.22,0,Normal
EC-000940,Consumo,Los Ríos,3172.97,0.2858,35,5,11608.7,789,0.002,0.3792,10649.42,8.08,0,Vigilancia
EC-000941,Consumo,El Oro,925.74,0.4673,131,5,9142.13,778,0.002,0.6726,8839.8,11.89,0,Vigilancia
EC-000942,Vivienda,Tungurahua,3358.54,0.3145,28,15,53238.36,820,0.002,0.25,47102.65,23.55,0,Vigilancia
EC-000943,Consumo,Chimborazo,8395.53,0.6503,81,0,9530.97,742,0.002,0.4234,7343.42,6.22,0,Normal
EC-000944,Microcrédito,Tungurahua,2323.88,0.1733,3,60,3330.38,669,0.00284,0.4684,3063.05,4.07,0,Deficiente
EC-000945,Microcrédito,Manabí,2121.58,0.5771,117,60,3455.67,714,0.00389,0.4023,3211.65,5.03,0,Deficiente
EC-000946,Consumo,Imbabura,2699.58,0.1068,33,0,14380.41,864,0.002,0.3618,12020.66,8.7,0,Normal
EC-000947,Productivo,El Oro,8275.21,0.1948,43,0,27293.6,842,0.002,0.4508,24365.21,21.97,0,Normal
EC-000948,Vivienda,Los Ríos,1135.27,0.3838,35,5,71538.82,702,0.002,0.25,61213.9,30.61,0,Vigilancia
EC-000949,Vivienda,El Oro,2520.18,0.1744,34,5,25001.23,817,0.002,0.25,20332.0,10.17,0,Vigilancia
EC-000950,Microcrédito,Los Ríos,1313.2,0.3669,14,0,8029.38,749,0.002,0.4938,7292.9,7.2,0,Normal
EC-000951,Microcrédito,Pichincha,1547.58,0.2096,100,60,1133.79,710,0.002,0.5931,894.89,1.06,0,Deficiente
EC-000952,Consumo,Pichincha,2138.3,0.1182,157,0,9435.15,856,0.002,0.5928,7658.44,9.08,0,Normal
EC-000953,Consumo,Pichincha,5301.58,0.3097,55,0,4312.11,796,0.002,0.6104,3594.54,4.39,0,Normal
EC-000954,Consumo,El Oro,7119.86,0.1026,141,60,5339.59,779,0.002,0.6531,4763.42,6.22,0,Deficiente
EC-000955,Comercial,Imbabura,2955.11,0.2558,98,90,33393.69,733,0.00277,0.5145,32011.76,45.63,0,Dudoso
EC-000956,Vivienda,Azuay,1728.85,0.2273,46,0,112522.87,829,0.002,0.25,100390.27,50.2,0,Normal
EC-000957,Vivienda,Guayas,11162.11,0.5532,12,0,25927.27,741,0.002,0.25,23938.72,11.97,0,Normal
EC-000958,Microcrédito,Los Ríos,1672.52,0.2986,141,0,4346.73,795,0.002,0.4117,3485.83,2.87,0,Normal
EC-000959,Microcrédito,Imbabura,1523.49,0.554,5,0,3441.12,721,0.002,0.6236,3043.59,3.8,0,Normal
EC-000960,Microcrédito,Tungurahua,696.65,0.1702,76,0,2862.84,821,0.002,0.5395,2144.49,2.31,0,Normal
EC-000961,Microcrédito,Manabí,5472.33,0.6127,7,0,2196.13,757,0.002,0.3962,1866.08,1.48,0,Normal
EC-000962,Microcrédito,Manabí,4143.76,0.3743,140,0,3221.19,772,0.002,0.3938,2941.48,2.32,0,Normal
EC-000963,Consumo,Pichincha,10631.47,0.1938,179,15,7841.81,891,0.002,0.6442,6040.72,7.78,0,Vigilancia
EC-000964,Consumo,Guayas,894.99,0.2123,59,5,1856.16,833,0.002,0.5216,1805.28,1.88,0,Vigilancia
EC-000965,Comercial,Los Ríos,5697.66,0.3242,57,15,11339.81,696,0.002,0.4067,9489.31,7.72,0,Vigilancia
EC-000966,Microcrédito,Loja,2311.35,0.4127,102,0,2583.91,794,0.002,0.6459,2345.98,3.03,0,Normal
EC-000967,Comercial,Imbabura,3729.26,0.1538,91,0,28796.76,890,0.002,0.5878,24522.47,28.83,0,Normal
EC-000968,Consumo,Imbabura,756.68,0.5896,69,0,4846.32,747,0.002,0.5077,4483.0,4.55,0,Normal
EC-000969,Microcrédito,Loja,5734.48,0.1404,66,120,1135.25,680,0.00614,0.5035,1003.11,3.1,0,Pérdida
EC-000970,Consumo,Azuay,3682.09,0.0859,34,0,17201.49,856,0.002,0.572,12975.44,14.84,0,Normal
EC-000971,Consumo,Tungurahua,2153.2,0.1809,46,5,12317.73,833,0.002,0.4616,12058.08,11.13,0,Vigilancia
EC-000972,Consumo,Pichincha,3358.75,0.6794,106,0,9186.07,761,0.002,0.68,8311.71,11.3,0,Normal
EC-000973,Consumo,Manabí,1342.69,0.2442,133,60,2761.77,697,0.00248,0.6089,2353.53,3.56,0,Deficiente
EC-000974,Comercial,Los Ríos,1515.29,0.2631,136,0,49121.99,803,0.002,0.5615,44673.96,50.17,0,Normal
EC-000975,Microcrédito,Imbabura,1633.96,0.4498,93,0,1878.34,835,0.002,0.5769,1489.62,1.72,0,Normal
EC-000976,Productivo,Imbabura,662.31,0.3062,136,45,13232.84,747,0.002,0.6787,12376.79,16.8,0,Deficiente
EC-000977,Microcrédito,Pichincha,3866.65,0.5374,107,0,10137.02,822,0.002,0.3536,8465.86,5.99,0,Normal
EC-000978,Microcrédito,Guayas,4791.2,0.1549,65,5,3680.82,900,0.002,0.3575,3479.88,2.49,0,Vigilancia
EC-000979,Microcrédito,Azuay,1399.86,0.5488,64,0,1280.77,731,0.002,0.6091,1020.43,1.24,0,Normal
EC-000980,Consumo,Azuay,2769.25,0.4105,94,180,4446.43,588,0.08686,0.4191,4185.33,152.36,0,Pérdida
EC-000981,Comercial,Guayas,1858.27,0.02,56,30,16427.3,821,0.002,0.5761,15998.11,18.43,0,Vigilancia
EC-000982,Vivienda,Chimborazo,2733.61,0.3576,138,0,40274.42,847,0.002,0.25,40058.14,20.03,0,Normal
EC-000983,Vivienda,Guayas,1468.61,0.2317,34,45,35847.62,798,0.002,0.25,33606.38,16.8,0,Deficiente
EC-000984,Microcrédito,Imbabura,1243.61,0.3332,10,15,4036.32,846,0.002,0.4263,3701.8,3.16,0,Vigilancia
EC-000985,Consumo,El Oro,4375.82,0.1442,89,5,15388.41,849,0.002,0.6063,13319.96,16.15,0,Vigilancia
EC-000986,Comercial,Tungurahua,2118.54,0.511,13,0,14679.0,768,0.002,0.4064,11003.46,8.94,0,Normal
EC-000987,Microcrédito,Azuay,8220.37,0.5984,35,0,1557.87,724,0.002,0.4024,1365.88,1.1,0,Normal
EC-000988,Consumo,Loja,2275.83,0.1681,68,5,1396.13,746,0.002,0.4958,1225.4,1.22,0,Vigilancia
EC-000989,Microcrédito,Tungurahua,1209.61,0.3963,1,0,7487.32,769,0.002,0.3894,5526.58,4.3,0,Normal
EC-000990,Vivienda,Azuay,4902.55,0.3162,41,60,57767.05,688,0.00279,0.25,52763.0,36.77,0,Deficiente
EC-000991,Productivo,Tungurahua,3327.64,0.2084,99,0,18617.02,864,0.002,0.6774,14180.66,19.21,0,Normal
EC-000992,Vivienda,Pichincha,3542.07,0.3087,68,5,36921.65,740,0.002,0.25,32751.4,16.38,0,Vigilancia
EC-000993,Vivienda,Pichincha,4788.11,0.3134,162,0,68033.44,798,0.002,0.25,57987.44,28.99,0,Normal
EC-000994,Consumo,Imbabura,1444.74,0.2349,17,5,3449.9,814,0.002,0.4802,3329.21,3.2,0,Vigilancia
EC-000995,Comercial,Tungurahua,2033.04,0.5326,130,0,23184.83,778,0.002,0.676,18200.75,24.61,0,Normal
EC-000996,Microcrédito,Pichincha,1975.46,0.3133,107,0,5883.83,811,0.002,0.6404,4518.42,5.79,0,Normal
EC-000997,Productivo,Los Ríos,954.33,0.4324,116,0,14456.86,845,0.002,0.6208,12640.03,15.69,0,Normal
EC-000998,Consumo,Pichincha,1860.62,0.3519,121,5,6949.07,854,0.002,0.4259,5898.85,5.02,0,Vigilancia
EC-000999,Comercial,Chimborazo,5264.0,0.1805,10,0,7571.63,812,0.002,0.3908,5793.53,4.53,0,Normal
EC-001000,Consumo,Imbabura,2576.71,0.4061,143,30,2951.64,813,0.002,0.4087,2632.39,2.15,0,Vigilancia
EC-001001,Consumo,Chimborazo,920.63,0.2827,60,0,4841.97,866,0.002,0.4354,4714.28,4.1,0,Normal
EC-001002,Microcrédito,Chimborazo,803.28,0.5904,118,0,3549.84,738,0.002,0.377,3291.66,2.48,0,Normal
EC-001003,Consumo,Loja,6516.58,0.4463,53,5,4077.23,780,0.002,0.6432,3174.84,4.08,0,Vigilancia
EC-001004,Consumo,Imbabura,2082.43,0.692,72,0,6216.33,718,0.002,0.4111,4890.72,4.02,0,Normal
EC-001005,Productivo,Azuay,1449.8,0.6089,127,0,13163.91,722,0.002,0.4248,11533.13,9.8,0,Normal
EC-001006,Microcrédito,Manabí,1848.09,0.2046,169,0,7282.19,821,0.002,0.6431,6624.64,8.52,0,Normal
EC-001007,Comercial,Azuay,845.35,0.1849,159,5,8794.74,876,0.002,0.6662,8743.02,11.65,0,Vigilancia
EC-001008,Consumo,Manabí,5569.23,0.089,131,120,23097.07,731,0.00319,0.4232,17307.78,23.37,0,Pérdida
EC-001009,Productivo,Los Ríos,1710.46,0.1898,97,0,16023.14,819,0.002,0.4471,13987.83,12.51,0,Normal
EC-001010,Microcrédito,Manabí,5371.22,0.3401,95,15,2280.87,762,0.002,0.614,2272.81,2.79,0,Vigilancia
EC-001011,Productivo,Pichincha,2283.75,0.3199,174,15,7338.95,769,0.002,0.6702,5511.92,7.39,0,Vigilancia
EC-001012,Productivo,Loja,5592.58,0.1393,38,15,6983.5,825,0.002,0.5644,6929.86,7.82,0,Vigilancia
EC-001013,Microcrédito,Imbabura,2609.34,0.3306,172,0,4498.77,846,0.002,0.4961,3821.3,3.79,0,Normal
EC-001014,Comercial,El Oro,3845.28,0.3675,117,120,15260.25,617,0.0203,0.5726,14052.7,163.35,0,Pérdida
EC-001015,Microcrédito,El Oro,3524.21,0.3049,111,0,3275.34,853,0.002,0.6075,2748.26,3.34,0,Normal
EC-001016,Consumo,Manabí,3311.44,0.1724,107,45,4881.58,797,0.002,0.3872,4664.31,3.61,0,Deficiente
EC-001017,Productivo,Azuay,2768.77,0.5272,147,0,14039.54,775,0.002,0.4936,13679.92,13.51,0,Normal
EC-001018,Vivienda,El Oro,1898.17,0.3095,123,45,24814.07,791,0.002,0.25,19024.11,9.51,0,Deficiente
EC-001019,Consumo,Tungurahua,7669.7,0.2677,18,180,3547.95,689,0.01949,0.5828,3296.85,37.45,0,Pérdida
EC-001020,Microcrédito,Los Ríos,1224.75,0.1607,141,90,3106.38,675,0.0046,0.4007,2254.63,4.16,0,Dudoso
EC-001021,Vivienda,Tungurahua,2214.54,0.728,132,0,30103.03,683,0.0025,0.25,24007.79,15.03,0,Normal
EC-001022,Vivienda,Chimborazo,2229.82,0.3877,165,45,16318.8,731,0.002,0.25,14273.33,7.14,0,Deficiente
EC-001023,Comercial,Los Ríos,2868.62,0.1846,169,0,32123.46,861,0.002,0.4373,28554.46,24.98,0,Normal
EC-001024,Microcrédito,Pichincha,1670.44,0.3219,171,15,6992.85,839,0.002,0.4635,5750.04,5.33,0,Vigilancia
EC-001025,Productivo,Loja,2709.68,0.377,8,0,13095.0,786,0.002,0.4538,10419.99,9.46,0,Normal
EC-001026,Consumo,Loja,1978.81,0.292,114,15,10128.32,859,0.002,0.6778,7779.18,10.55,0,Vigilancia
EC-001027,Comercial,Pichincha,789.76,0.3968,169,0,16302.66,762,0.002,0.4106,12832.15,10.54,0,Normal
EC-001028,Microcrédito,Guayas,2222.1,0.1608,174,0,2768.97,833,0.002,0.6237,2094.63,2.61,0,Normal
EC-001029,Vivienda,Imbabura,1079.91,0.2268,99,0,30400.91,815,0.002,0.25,24111.77,12.06,0,Normal
EC-001030,Microcrédito,Loja,715.26,0.3771,165,0,2244.12,762,0.002,0.6406,2131.82,2.73,0,Normal
EC-001031,Microcrédito,Guayas,2413.82,0.5581,159,0,2660.93,802,0.002,0.674,2130.09,2.87,0,Normal
EC-001032,Productivo,Azuay,3032.44,0.2047,1,45,38965.02,666,0.00233,0.6672,37957.88,59.09,0,Deficiente
EC-001033,Microcrédito,Azuay,3109.92,0.3794,160,30,2394.66,747,0.002,0.6319,1888.58,2.39,0,Vigilancia
EC-001034,Comercial,Guayas,3192.82,0.4507,115,30,13567.27,787,0.002,0.4865,11637.32,11.32,0,Vigilancia
EC-001035,Microcrédito,Guayas,628.8,0.3675,104,45,7143.9,717,0.002,0.4395,5478.8,4.82,0,Deficiente
EC-001036,Productivo,Imbabura,911.73,0.1715,33,0,43570.24,862,0.002,0.4554,31579.13,28.76,0,Normal
EC-001037,Microcrédito,Los Ríos,7964.81,0.7781,166,0,1056.92,799,0.002,0.5655,946.1,1.07,0,Normal
EC-001038,Microcrédito,Manabí,1118.02,0.1715,54,0,7218.56,833,0.002,0.4628,5880.05,5.44,0,Normal
EC-001039,Microcrédito,Tungurahua,3284.75,0.3273,76,0,2907.91,850,0.002,0.4935,2374.66,2.34,0,Normal
EC-001040,Consumo,Chimborazo,1413.03,0.19,54,5,3238.25,900,0.002,0.3763,2701.25,2.03,0,Vigilancia
EC-001041,Consumo,Los Ríos,2325.73,0.2851,175,30,15621.28,797,0.002,0.6044,14649.21,17.71,0,Vigilancia
EC-001042,Productivo,Pichincha,1463.21,0.2919,87,5,15938.83,803,0.002,0.3868,13259.96,10.26,0,Vigilancia
EC-001043,Productivo,Chimborazo,3181.16,0.1466,21,30,14940.06,832,0.002,0.4612,11118.3,10.26,0,Vigilancia
EC-001044,Productivo,Pichincha,2413.67,0.1209,2,0,22151.58,882,0.002,0.5448,17678.09,19.26,0,Normal
EC-001045,Consumo,Pichincha,1650.13,0.2244,177,30,3822.61,792,0.002,0.5253,3368.93,3.54,0,Vigilancia
EC-001046,Microcrédito,Manabí,1115.87,0.283,43,0,2707.59,786,0.002,0.6447,2702.65,3.48,0,Normal
EC-001047,Consumo,Imbabura,2628.2,0.492,139,60,8740.97,756,0.00203,0.5674,6643.85,7.66,0,Deficiente
EC-001048,Vivienda,Pichincha,1003.99,0.1904,6,0,18780.04,807,0.002,0.25,15222.47,7.61,0,Normal
EC-001049,Vivienda,Azuay,2915.69,0.2632,162,0,181733.82,873,0.002,0.25,155557.99,77.78,0,Normal
EC-001050,Consumo,Azuay,12175.92,0.2553,118,0,3653.24,856,0.002,0.3936,3596.62,2.83,0,Normal
EC-001051,Productivo,Loja,5311.4,0.3167,41,0,10619.5,874,0.002,0.5953,7968.43,9.49,0,Normal
EC-001052,Consumo,Chimborazo,3522.5,0.5203,161,0,3726.77,744,0.002,0.4007,3511.62,2.81,0,Normal
EC-001053,Consumo,Loja,2088.82,0.403,54,0,12750.02,754,0.002,0.6253,11760.96,14.71,0,Normal
EC-001054,Consumo,Azuay,626.29,0.2483,180,5,9428.36,842,0.002,0.6612,7597.4,10.05,0,Vigilancia
EC-001055,Consumo,Guayas,934.97,0.4677,108,90,4630.92,609,0.01749,0.4434,4337.55,33.63,0,Dudoso
EC-001056,Productivo,Guayas,5083.81,0.1124,81,0,3304.92,868,0.002,0.6011,2911.52,3.5,0,Normal
EC-001057,Comercial,Guayas,1321.68,0.2358,11,0,10261.34,864,0.002,0.4943,7880.51,7.79,0,Normal
EC-001058,Consumo,El Oro,1401.76,0.415,47,60,5371.4,632,0.0071,0.4487,4297.16,13.68,0,Deficiente
EC-001059,Microcrédito,Manabí,1982.92,0.3861,11,0,8321.12,793,0.002,0.4923,6756.21,6.65,0,Normal
EC-001060,Productivo,Manabí,1107.29,0.2225,154,45,13682.2,812,0.002,0.5634,11088.72,12.5,0,Deficiente
EC-001061,Comercial,Los Ríos,994.86,0.2222,19,0,2806.04,810,0.002,0.6761,2606.76,3.52,0,Normal
EC-001062,Productivo,El Oro,2137.07,0.1111,21,0,13626.41,812,0.002,0.449,12330.3,11.07,0,Normal
EC-001063,Consumo,Guayas,1237.08,0.2946,23,0,4230.21,788,0.002,0.583,4016.83,4.68,0,Normal
EC-001064,Productivo,Loja,1364.22,0.1455,176,0,29268.07,821,0.002,0.4605,25259.01,23.26,0,Normal
EC-001065,Microcrédito,Loja,1329.06,0.1807,175,5,3930.94,838,0.002,0.433,3216.1,2.78,0,Vigilancia
EC-001066,Comercial,Los Ríos,3101.17,0.3134,129,45,21722.65,749,0.002,0.5585,16052.39,17.93,0,Deficiente
EC-001067,Microcrédito,Loja,1899.07,0.677,14,0,1334.18,694,0.00203,0.6012,1257.37,1.53,0,Normal
EC-001068,Productivo,Guayas,1966.34,0.3809,91,90,20073.37,689,0.00594,0.5867,14873.07,51.8,0,Dudoso
EC-001069,Consumo,Imbabura,3255.22,0.327,171,0,3355.66,873,0.002,0.6611,2699.33,3.57,0,Normal
EC-001070,Microcrédito,Manabí,2013.59,0.0742,18,0,4742.5,864,0.002,0.3854,4302.81,3.32,0,Normal
EC-001071,Vivienda,Pichincha,1842.97,0.25,143,60,48055.57,795,0.002,0.25,44882.35,22.44,0,Deficiente
EC-001072,Productivo,Tungurahua,2998.28,0.7155,4,60,39204.96,680,0.00718,0.446,28979.66,92.82,0,Deficiente
EC-001073,Microcrédito,Azuay,3409.53,0.2754,145,0,3195.58,809,0.002,0.6196,2844.49,3.52,0,Normal
EC-001074,Comercial,Los Ríos,2007.01,0.4694,99,0,31841.88,786,0.002,0.3705,24148.85,17.89,0,Normal
EC-001075,Vivienda,Los Ríos,2327.14,0.313,160,0,38066.91,802,0.002,0.25,35479.4,17.74,0,Normal
EC-001076,Microcrédito,Loja,1328.54,0.3886,75,0,6524.61,734,0.002,0.6048,6031.08,7.29,0,Normal
EC-001077,Microcrédito,El Oro,1262.13,0.4669,142,30,1506.76,748,0.002,0.467,1400.47,1.31,0,Vigilancia
EC-001078,Microcrédito,El Oro,3640.75,0.48,152,0,3331.38,746,0.002,0.575,2458.06,2.83,0,Normal
EC-001079,Productivo,Tungurahua,2948.97,0.0395,59,15,18792.53,868,0.002,0.6795,16474.27,22.39,0,Vigilancia
EC-001080,Microcrédito,Pichincha,2968.89,0.0433,116,0,3932.47,826,0.002,0.5018,3096.58,3.11,0,Normal
EC-001081,Consumo,Loja,2650.64,0.2462,83,0,5606.39,833,0.002,0.5259,4814.92,5.06,0,Normal
EC-001082,Comercial,Guayas,2275.68,0.5828,78,0,7762.69,692,0.002,0.6719,7739.68,10.4,0,Normal
EC-001083,Comercial,Tungurahua,3472.63,0.398,144,0,30980.13,825,0.002,0.5963,23090.49,27.54,0,Normal
EC-001084,Vivienda,Pichincha,4055.47,0.3378,41,5,43342.15,782,0.002,0.25,38415.65,19.21,0,Vigilancia
EC-001085,Comercial,El Oro,3993.0,0.2243,22,180,9679.71,646,0.03202,0.6154,7416.59,146.14,0,Pérdida
EC-001086,Vivienda,Imbabura,2068.32,0.2365,87,60,30681.13,786,0.002,0.25,26472.11,13.24,0,Deficiente
EC-001087,Vivienda,Chimborazo,5440.06,0.1349,148,15,45551.63,835,0.002,0.25,39440.98,19.72,0,Vigilancia
EC-001088,Vivienda,Azuay,2561.89,0.7781,30,0,25806.66,699,0.00231,0.25,21877.42,12.61,0,Normal
EC-001089,Microcrédito,Pichincha,3331.06,0.225,62,90,17379.26,702,0.00361,0.425,15625.56,24.0,0,Dudoso
EC-001090,Microcrédito,Imbabura,2652.76,0.1499,121,60,2573.37,793,0.002,0.6188,2554.78,3.16,0,Deficiente
EC-001091,Consumo,Pichincha,2592.96,0.2375,86,60,2077.59,785,0.002,0.3507,1964.28,1.38,0,Deficiente
EC-001092,Productivo,Pichincha,1368.9,0.5299,110,0,14765.92,789,0.002,0.643,14594.44,18.77,0,Normal
EC-001093,Consumo,Chimborazo,3483.8,0.4797,96,0,3724.97,762,0.002,0.6201,2879.58,3.57,0,Normal
EC-001094,Consumo,Los Ríos,14036.85,0.5869,146,30,21784.87,774,0.002,0.6701,21743.57,29.14,0,Vigilancia
EC-001095,Productivo,Imbabura,1730.88,0.2191,158,0,47865.88,804,0.002,0.3617,38553.37,27.89,0,Normal
EC-001096,Microcrédito,Los Ríos,2312.64,0.448,81,0,3928.36,753,0.002,0.4944,2866.0,2.83,0,Normal
EC-001097,Consumo,Pichincha,1652.37,0.2569,78,0,4376.62,815,0.002,0.4058,3685.75,2.99,0,Normal
EC-001098,Vivienda,Pichincha,1608.07,0.3868,51,0,20411.24,821,0.002,0.25,16103.14,8.05,0,Normal
EC-001099,Vivienda,Loja,6026.32,0.109,80,0,51529.94,825,0.002,0.25,48097.73,24.05,0,Normal
EC-001100,Consumo,Pichincha,1425.91,0.4302,151,15,10480.88,796,0.002,0.5472,7801.37,8.54,0,Vigilancia
EC-001101,Consumo,Los Ríos,1622.7,0.7384,91,15,7385.99,688,0.00323,0.4944,6451.23,10.31,0,Vigilancia
